Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),CO2,pH`,Alkalinity (mg L-1 ),Hardness (mg L-1 ),Calcium (mg L-1 ),Ammonia (mg L-1 ),Nitrite (mg L-1 ),Phosphorus (mg L-1 ),H2S (mg L-1 ),Plankton (No. L-1),Water Quality,fish
64.00343834,12.31779432,14.79908503,10.03612109,10.16624725,4.875673071,253.3644958,14.08131016,8.308687779,0.266904452,2.326796362,0.003446085,0.047888007,1231.355903,2,Snakehead
4.967443187,81.7525237,2.161094111,14.75285326,12.01706627,4.955025846,289.6117553,397.6633971,7.203410127,0.810418533,2.236046565,0.004465052,0.026566375,644.6171349,2,Rainbow Trout
6.428057795,84.36236989,9.60908615,12.45082187,10.97942929,9.9628462,237.9991179,8.092952677,5.463550708,0.919129803,3.11423749,0.000342509,0.062516236,7148.498142,2,Rainbow Trout
10.09279019,90.28720056,2.62805939,10.42405487,12.98338826,4.969777324,236.7560216,363.1906948,2.477391825,0.727001365,3.925347942,0.008992951,0.071711163,6665.169811,2,Rainbow Trout
63.77576503,8.535398671,11.64167581,10.90249502,13.28087442,3.577347875,211.4114583,7.810274717,5.834658537,0.992242377,3.938577531,0.006147666,0.049680696,6988.894086,2,Snakehead
0.880102477,5.238734598,1.72077133,8.593879487,12.50302458,0.22848233,294.8482035,3.041151939,286.0986905,0.206126098,4.11093477,4.216108263,0.067726842,1312.637286,2,Rainbow Trout
9.379408176,11.70141866,1.317099146,7.492621239,11.27713438,12.82237471,292.1885105,17.36057983,304.5728213,0.751545712,4.989534791,0.00215458,0.054981389,1323.333434,2,Rainbow Trout
2.816614017,10.00763483,0.841765032,11.91008729,11.15333503,0.286045598,245.1627946,15.58094369,393.0179356,0.216786233,2.21957724,0.000904213,0.034669009,1988.079283,2,Rainbow Trout
72.75785602,0.177769903,10.96408374,10.55874986,11.24534691,1.377888455,224.2299715,2.172568605,7.380759273,0.302438594,3.403966545,3.164018059,0.048625201,498.9523594,2,Snakehead
67.84545282,94.65631962,0.974125892,14.59068846,12.13206255,4.514127307,250.6820736,15.76790081,5.0986918,0.299653182,2.117538201,3.471590994,0.094069058,6495.53826,2,Snakehead
0.777843203,10.52227065,10.40875834,11.67254617,11.49407981,0.287929359,287.9040442,336.4892615,0.399293871,0.081515814,3.968470899,0.006443503,0.03134767,7258.841568,2,Rainbow Trout
14.59386626,85.44638607,1.230821858,13.95226819,10.39442558,1.673951423,241.4884971,342.7190939,7.127558884,0.416038264,4.111993012,3.93357745,0.099219999,7262.903551,2,Rainbow Trout
0.411089101,12.21942997,0.753178414,13.63192137,10.99353402,1.017581754,271.5541381,4.828358895,2.261489961,0.065198263,2.339746271,0.000272367,0.035559907,865.9112395,2,Rainbow Trout
68.45293571,86.31998271,0.727763527,9.174753842,10.88249095,13.34155926,243.6063625,13.68007946,341.9859093,0.380673967,3.750906201,4.267602082,0.051486418,1085.256699,2,Snakehead
65.26336007,13.20568295,1.22025328,12.81463682,10.40895933,11.69785617,264.7415156,343.152499,389.1750431,0.530014294,4.757999538,3.103717071,0.051528637,6493.068378,2,Snakehead
80.05352324,0.051423501,2.772252976,9.818746666,13.202431,10.4413266,235.7762064,1.920065705,358.9905265,0.556263703,4.809793757,0.007120392,0.024795685,6533.132293,2,Snakehead
0.849194232,93.38339735,11.10706199,14.01839196,11.13634774,14.07707451,213.5168392,395.9460857,282.8730379,0.432738198,3.363063931,4.828406145,0.040023232,7194.118353,2,Rainbow Trout
82.17542477,12.71137502,12.10881201,8.031210577,14.74452377,4.607599698,251.7392448,8.368789038,0.940305776,0.187067704,4.958003979,0.00687184,0.06046785,6031.532997,2,Snakehead
72.07417767,90.76332982,0.635671042,11.17964509,10.74171246,12.42703156,238.5313379,366.8883094,1.494172015,0.860222992,4.522985921,4.974456962,0.026869054,609.7707671,2,Snakehead
72.26841583,5.552652655,13.81758197,7.241953131,12.00325326,14.13047484,271.1317483,337.1032749,259.2632197,0.872378962,3.168119219,3.36302109,0.085695621,6408.305319,2,Snakehead
82.76913598,2.238753755,2.911572426,6.904376812,12.04781724,5.893997497,284.0271502,348.750726,4.595404254,0.098827205,4.638205355,0.007375434,0.056948749,782.7585765,2,Snakehead
6.596581922,81.67000756,13.37172136,9.969353939,12.97314774,1.056218502,251.2972779,390.4663436,356.3120485,0.958806216,3.808818493,0.009073428,0.071838301,1057.513803,2,Rainbow Trout
69.52012414,5.572829172,0.968509747,12.11994298,12.11626752,11.56919531,214.8730746,340.2476036,374.1904588,0.398501594,2.133038159,4.388329495,0.036195282,6761.960623,2,Snakehead
78.25685927,97.17199615,2.715354911,9.692382814,14.51671534,10.2827727,204.7187066,4.286908667,7.729614478,0.999300485,3.219348362,0.003227484,0.090236463,1963.791422,2,Snakehead
84.02480594,90.40207105,11.40841982,8.919534585,10.0447677,4.066662476,287.6153134,390.5109023,0.411950103,0.566720164,4.455065946,0.003839776,0.086499069,6319.081057,2,Snakehead
5.859255561,0.53692989,0.133928049,14.78555603,13.37880173,9.581977919,262.8802505,392.6528995,7.737763996,0.814971129,2.989178953,0.009036799,0.028433221,1063.248683,2,Rainbow Trout
63.297354,93.30110378,0.440422315,12.01921183,14.69332337,0.847693409,264.8915007,313.1472675,9.860785754,0.796087852,3.395531841,0.000297848,0.033393014,281.263812,2,Snakehead
1.734758949,95.56415279,13.64805588,8.270295929,13.17852435,10.23230371,266.710255,343.8536534,9.683564522,0.682995897,4.876377976,3.747631165,0.037604079,6676.882157,2,Rainbow Trout
2.734211581,12.3076619,0.592938421,12.01261156,12.86984086,2.707829602,206.9079088,307.5171361,3.579601437,0.144014342,2.433349631,3.923013014,0.098206436,1728.146423,2,Rainbow Trout
71.71465387,86.43705701,11.01093921,7.83689254,12.54830925,2.948637113,243.974523,11.2513937,386.9912165,0.171632666,2.023594173,4.364041871,0.078705924,7181.058933,2,Snakehead
69.34365606,86.47300098,2.335387839,9.945916596,11.91698816,10.37687175,235.1776695,355.8624634,2.677419186,0.46547241,3.891774695,4.12945092,0.041582307,403.2039571,2,Snakehead
12.5914424,90.30056507,9.792055202,13.60395405,14.34290432,12.3457553,225.9402059,311.1923101,2.322898786,0.793920926,4.564682851,3.181097554,0.051326397,1991.042654,2,Rainbow Trout
78.83046927,10.97294747,13.73329164,6.071013354,13.07155986,10.25278239,204.6401842,8.431059511,374.8092539,0.304173949,3.815286742,3.110243208,0.068673133,78.60373296,2,Snakehead
7.062432481,99.79774321,10.47641836,11.34370485,13.50533459,14.08202622,287.9589041,0.70538292,7.221508889,0.363549172,2.684020058,3.525443984,0.067283695,6388.114747,2,Rainbow Trout
10.79641464,98.40891956,8.905039475,14.44422368,14.77502571,14.8511953,234.0035281,341.7192944,6.41421481,0.924077105,4.899072681,0.005888286,0.03944269,6412.785418,2,Rainbow Trout
81.91501722,93.75411287,14.05283162,8.582821415,11.141746,10.20200449,220.5912833,310.9880177,6.722453534,0.507462027,3.890787105,0.000393339,0.043479946,7444.800965,2,Snakehead
10.0133118,90.87876091,2.869855845,13.47419183,13.63818218,13.15021336,208.2829755,3.051643214,374.5818772,0.248523287,2.585798044,0.003902246,0.085397841,6377.215164,2,Rainbow Trout
77.92690393,11.53676079,14.24750797,7.230775604,10.99522321,0.427953071,244.1190597,19.06061659,1.802377952,0.885574638,4.040150223,0.000206643,0.095168126,1859.645738,2,Snakehead
76.17276014,6.712042889,14.46784603,13.15058392,12.20749769,3.658599292,240.7025965,356.5283404,368.6748075,0.644160748,2.455608846,0.004447447,0.025996477,1913.61251,2,Snakehead
81.99800828,8.115894082,12.98656262,7.452267444,11.69495088,1.910218593,298.9434787,9.752726105,325.9855957,0.44161283,2.279094185,0.007415717,0.040671148,799.673094,2,Snakehead
14.84447343,88.66181472,0.244425229,6.308083656,13.34497732,1.280283745,214.5980126,12.0069828,353.8911339,0.952896267,3.179850488,0.005416707,0.023557558,979.8708164,2,Rainbow Trout
4.984714754,8.993421758,10.40682714,8.294933481,14.91191912,10.66128633,284.0228413,305.1576345,4.646909958,0.927908616,2.203606952,0.003578153,0.056621676,1625.039728,2,Rainbow Trout
76.59014948,96.95513262,2.990806505,12.82946995,13.34869735,10.37827377,232.1570545,349.8403405,342.6657491,0.961513035,4.305562594,4.203554389,0.044204437,6212.718764,2,Snakehead
7.158448673,13.60600163,12.19249752,14.24535274,10.70139782,14.5154385,250.9215383,315.1012494,4.212413338,0.350774944,2.672639444,4.693130221,0.051200049,7424.577781,2,Rainbow Trout
71.36357072,88.51596927,11.04558415,8.697361052,12.30393256,10.79156471,231.4779512,371.4377337,2.246788804,0.534707499,4.730584285,0.00866932,0.044078486,409.627569,2,Snakehead
2.84861486,91.9194747,12.98559858,6.185735228,10.11368612,3.714661339,200.7896052,12.35836752,8.918464455,0.105239394,2.660437191,4.86975094,0.021890244,1574.536564,2,Rainbow Trout
5.968462459,94.3306352,0.421868659,12.17151495,11.82428518,9.81423929,273.0356155,12.42654203,0.018293445,0.639875119,3.601282127,3.185745075,0.0279538,1990.263282,2,Rainbow Trout
69.82017794,84.07838769,1.737911788,14.78027065,11.66535004,2.31073457,213.0325867,2.501075571,7.133313186,0.2964992,3.030693444,4.707479248,0.066128635,361.3099292,2,Snakehead
5.508611875,94.40995193,13.44911496,8.277572429,14.63571868,10.38411634,212.3525377,10.41230756,389.8941592,0.347114626,3.492861908,4.819342786,0.052643431,1555.678475,2,Rainbow Trout
68.76517955,92.66593102,12.98407957,9.375960906,11.59102147,0.294772701,292.6948033,8.125121787,1.501978997,0.136574134,2.83241904,0.003813168,0.038468575,1158.491216,2,Snakehead
3.085216168,12.42569252,2.12771326,12.82291581,13.17283859,12.1461546,251.4793423,18.34655705,398.1568188,0.185224455,2.453049622,3.509444282,0.05027715,6309.290935,2,Rainbow Trout
74.03513359,3.110878147,2.976727177,9.472808981,13.64986363,10.1305156,215.243949,397.9857417,261.6165981,0.192805147,2.869027815,4.311749411,0.071168953,6724.308702,2,Snakehead
6.542476515,11.35330661,10.16634499,9.247468422,11.05053743,2.374824148,288.858654,302.4385408,254.3787417,0.347465133,2.207812143,0.006951059,0.032597895,7156.256334,2,Rainbow Trout
11.17558795,85.14228315,10.7687086,13.11330251,11.92069897,11.77410893,239.7781675,17.71522048,1.311458524,0.867149582,3.687667039,0.002262181,0.037486089,525.344291,2,Rainbow Trout
3.450165476,10.28640135,10.4578668,12.83315406,10.58643501,2.697945098,228.6000457,338.1990868,319.4590018,0.667293579,3.631773862,0.001458244,0.043647156,1085.269866,2,Rainbow Trout
1.071311702,97.97459464,1.825961372,6.629507331,10.64520111,4.18044715,237.4769075,307.4246605,359.2024947,0.772872439,2.053845134,4.619147218,0.074631956,626.7565342,2,Rainbow Trout
60.91852372,3.978223605,14.97012231,8.627451878,13.41929981,10.75063923,230.7296162,391.9432364,4.475362643,0.169661738,4.586017355,3.208037071,0.08521396,527.74787,2,Snakehead
73.80742309,5.062786232,11.51327656,13.62044012,13.5563145,2.387710821,278.618685,359.7568333,0.915996088,0.777953639,3.235348978,3.261350972,0.043714632,6791.795331,2,Snakehead
4.545630941,5.584923212,9.917663799,6.215476741,12.02284041,12.17890852,273.8547457,9.58118092,344.6357555,0.551391041,2.685384452,3.228420025,0.032890788,6514.090671,2,Rainbow Trout
3.220407682,1.336644728,1.605594147,12.75862536,10.03226966,11.244874,245.9511643,0.255805284,1.587509223,0.859624784,3.315311697,4.080999436,0.086183413,6254.031051,2,Rainbow Trout
1.302793241,82.42616341,2.761150725,11.82423631,11.73624832,13.34496198,280.1898514,13.11210878,378.5726093,0.67093121,2.438768761,3.243062711,0.057649156,7452.221541,2,Rainbow Trout
0.194046124,10.42879402,2.404852432,11.6508209,12.86972118,5.457570892,251.6768519,12.70926902,2.586834384,0.456769722,3.751289515,4.794974537,0.081025593,154.2353844,2,Rainbow Trout
12.55804911,92.02850863,0.713097031,7.862303081,12.66225785,12.91619522,206.1941216,301.3257471,345.1245268,0.795970661,4.975463584,0.006270615,0.090720911,6714.340036,2,Rainbow Trout
70.2426169,4.581210611,0.236516238,12.93984961,11.14103355,0.541064329,287.8673199,315.3505495,260.6874566,0.268232002,2.26743663,4.399245959,0.067802216,6629.977085,2,Snakehead
61.52309078,98.99390558,1.073147555,9.019886168,14.90100898,13.38042223,226.1459735,18.26150329,327.4304095,0.76330593,3.778949509,4.121362614,0.084229653,6360.050141,2,Snakehead
72.53940622,93.23067241,1.956295371,14.94300573,11.19934397,11.83619791,224.4234869,302.6214703,9.592125302,0.460059356,4.924596783,0.009672255,0.08660149,6169.279269,2,Snakehead
14.65923964,3.071697915,13.16194858,7.634308465,12.33268935,5.351520879,200.1404349,375.6672588,3.956100019,0.776831389,4.696488924,0.004444923,0.084317712,967.5668765,2,Rainbow Trout
11.65858657,93.58945369,10.09962915,11.06536575,13.16797406,10.95398631,269.7192204,333.3171938,353.8736651,0.199990296,2.820186796,0.005941526,0.074070602,6144.181128,2,Rainbow Trout
77.29049456,89.8822716,9.480189684,7.118622517,14.97319452,2.508279277,241.4580243,13.05530642,9.851323727,0.368486246,3.938944751,3.389158316,0.063611007,6748.871166,2,Snakehead
2.624779216,89.70419126,14.17168603,11.18034522,14.19389343,10.09639855,281.9469947,17.66765686,302.8963123,0.736663809,2.393899504,4.178717656,0.058373637,7239.03639,2,Rainbow Trout
8.581117541,5.688099098,9.081619531,12.18860643,12.4980661,0.051035258,214.9091948,391.2282465,365.3254052,0.413958757,4.177783024,4.385664782,0.045020504,6710.820947,2,Rainbow Trout
10.0534526,86.32574955,13.7840846,7.211334187,10.98886896,14.80862213,206.3721194,358.5151218,284.5434388,0.124538134,3.311336307,3.385579086,0.058816571,294.1677906,2,Rainbow Trout
14.78772351,13.08096025,1.303418624,10.68637182,10.19827736,11.12775264,256.6851905,18.66229632,301.2446572,0.094346635,3.619895098,0.00644784,0.05476494,6980.21338,2,Rainbow Trout
9.186919344,11.95381863,1.37585371,11.37898299,12.88097761,2.814916581,235.0424843,378.0215079,9.441652853,0.269493376,2.373063892,4.536435591,0.065250833,6945.703319,2,Rainbow Trout
63.64095934,14.01501373,0.930217823,7.302321533,11.16689423,1.833618482,274.6837396,369.1910606,340.644884,0.783799566,2.932343965,0.007811283,0.040663802,6164.032519,2,Snakehead
64.69474515,8.456500691,1.408163035,14.24983457,12.16022147,14.54707031,290.5392061,15.54073723,2.189342021,0.799395375,3.558423816,0.009673318,0.028711155,1981.340026,2,Snakehead
84.25152157,94.73160378,12.90262882,11.61637622,10.39612286,14.25267487,208.515134,359.801818,6.568345418,0.666079056,3.576166933,0.000128395,0.097099563,1671.612497,2,Snakehead
67.44872482,20.67618354,7.378096404,3.053283568,2.715064828,9.130834365,156.4586727,55.57711127,21.18709819,0.043464239,0.532629994,0.021368369,0.014266053,5441.194883,2,Snakehead
64.626666,19.79084447,7.15497115,4.533918921,4.539822442,9.33508325,110.2424334,45.97021245,15.68989603,0.025736657,0.227715618,2.149281368,0.01528632,5508.409058,2,Snakehead
65.12184179,18.09720051,5.333573304,4.144145331,4.805927743,9.178603877,171.9182666,227.5982428,237.1606832,0.039643659,0.246697428,0.024281152,0.018434168,2312.574991,2,Snakehead
1.640333731,26.33685213,6.375537577,2.338110701,9.164994605,6.436963533,41.32584522,266.5694317,22.51586382,0.034133583,0.431557945,2.413381432,0.01151004,2558.836222,2,Rainbow Trout
64.86343428,29.28515975,5.851194468,2.917753424,2.921334079,9.218901461,186.8596263,50.03066055,109.8270128,0.036175524,0.247371704,2.160369818,0.016730158,2004.387991,2,Snakehead
3.010154052,21.32797108,6.498842891,4.937626688,9.861920781,9.214697082,196.5397372,32.26703393,15.76726137,0.04954429,0.023444418,2.571070641,0.006078802,2067.76636,2,Rainbow Trout
70.59909209,28.16988526,7.514729422,5.884482296,0.683602244,6.308233216,39.66199123,57.77731616,208.9391834,0.025970604,0.824022925,0.015573706,0.017569464,2935.949352,2,Snakehead
80.86069376,16.86773353,5.15380846,2.497335044,9.776316086,6.388566546,47.80032579,58.93648675,229.088785,0.025328191,0.452470071,2.469717036,0.000151115,5903.159217,2,Snakehead
81.2048433,26.11417049,7.258542401,2.534436951,1.552926184,9.295868375,199.25398,30.76683576,211.8789368,0.030066127,0.464157438,2.334217314,0.005550609,2062.867381,2,Snakehead
1.098150753,19.21659757,6.465732475,4.628757666,9.999985931,6.174835347,168.7346614,245.265025,184.1292905,0.031447193,1.201477595,2.689077181,0.012979902,5160.868893,2,Rainbow Trout
13.83315477,20.58232819,6.784310299,4.85721073,0.234743321,9.126480709,40.34998224,55.26573249,14.56587791,0.047970847,1.707869986,2.446198854,0.01681072,2879.873888,2,Rainbow Trout
12.25748487,29.7663481,6.084959251,3.39740351,9.214851407,9.477809947,40.70935549,21.5685002,121.9356316,0.044443321,1.610510347,2.198594823,0.013430887,5509.063323,2,Rainbow Trout
3.723096689,25.85530119,6.953527163,2.988849924,9.390307851,9.490187042,25.47907545,265.533164,19.17386047,0.040466638,0.053526592,2.252875914,0.00193027,2650.811761,2,Rainbow Trout
75.78924067,29.79297047,6.299413247,4.523786344,2.260280557,6.075711719,45.50500124,211.6807403,20.16131865,0.048037055,1.999797686,0.012521396,0.00832104,2213.393028,2,Snakehead
60.66068053,24.20854871,5.003270055,5.670414992,2.039571817,9.008309298,48.91131511,66.7731676,17.48114684,0.042055881,1.916415816,2.900180948,0.002576739,2756.007454,2,Snakehead
10.87120196,18.44412782,6.97687684,2.872424836,9.305222777,6.203379059,117.3112942,71.3264228,225.4914426,0.049078885,0.827966291,0.021634445,0.004249822,2578.743821,2,Rainbow Trout
83.63112341,18.48481013,7.247369433,4.537784413,0.048651045,9.177685891,190.2038841,256.0859574,15.97389673,0.031816391,0.294658024,0.017501394,0.015444977,2048.93871,2,Snakehead
62.16093863,20.40464084,6.636008679,2.182592243,4.667619514,9.065735957,192.6975707,284.9607885,148.0260769,0.045240369,1.226047106,0.024658431,0.014170171,5044.574046,2,Snakehead
80.49865038,16.32227461,5.184499163,5.261690267,1.931597455,9.232178645,121.9257717,64.72371212,174.2869757,0.033044235,0.679611972,0.01509476,0.004352136,2655.713036,2,Snakehead
3.804169115,17.54508267,6.096990236,3.732459581,0.842572619,9.123069425,175.9188414,49.83694761,14.02972313,0.034235361,0.473612031,0.026209921,0.017004162,2159.227602,2,Rainbow Trout
74.82526782,26.61085086,5.942681132,2.157404253,8.241531619,9.070696856,30.51951241,68.60649285,14.10772371,0.049427977,1.544172809,2.105209925,0.016628438,5192.463159,2,Snakehead
3.759315786,21.81379137,5.370513446,4.129271413,4.955379945,9.275682976,49.56378276,242.9543695,151.2552099,0.047331464,1.979660489,2.283075792,0.013048087,2889.060429,2,Rainbow Trout
78.97302781,21.53957595,7.772543787,3.12006097,2.343582924,6.245412932,25.35944046,39.76022261,135.6167067,0.026788454,1.00515754,2.875886418,0.015935127,5824.857049,2,Snakehead
64.00343834,15.25380762,5.546265535,4.147476152,2.006788677,6.264628735,179.4395213,43.25782066,233.6191278,0.030680475,1.450419632,0.019201186,0.015618115,5168.221936,2,Snakehead
4.967443187,20.96307842,5.905563084,2.738017295,8.218755062,9.436380443,32.22834035,197.4881941,20.47755995,0.034409421,0.713203433,2.50201743,0.005872516,5574.504767,2,Rainbow Trout
6.428057795,25.43439978,6.155394114,5.874202851,9.166855863,6.121189081,44.2922885,293.3337899,22.10029068,0.047358339,1.55728687,2.957494784,0.010078535,2977.508517,2,Rainbow Trout
10.09279019,26.7629044,5.983579617,3.363310271,8.102111201,9.278714267,176.1342955,24.19725548,249.1615475,0.028954926,0.327102995,2.49608351,0.01361279,5112.433756,2,Rainbow Trout
63.77576503,25.29970053,7.830304691,5.068303303,9.621931364,6.148400393,38.1786972,273.7135685,208.4231382,0.025612427,0.105272549,2.718642078,0.009324297,5405.893476,2,Snakehead
0.880102477,28.43442498,5.635190485,5.962070888,0.764329521,6.269795685,103.7368283,202.785664,23.63000324,0.046828256,0.065444984,0.025262066,0.003471198,5868.528214,2,Rainbow Trout
9.379408176,21.09095627,7.544239543,4.185230693,1.282817775,9.223326679,171.1441195,168.4817365,21.32969067,0.038211203,0.175674137,0.023222198,0.009317274,5517.948835,2,Rainbow Trout
2.816614017,22.30465224,7.008351578,2.81959741,8.395586055,9.202107396,44.35365502,278.8972261,197.3169643,0.041743454,0.501797752,2.551090001,0.011380828,2368.690527,2,Rainbow Trout
72.75785602,28.69951279,5.666353768,3.006958637,2.188995316,9.061188619,106.2444233,279.1209796,242.5047677,0.029531513,1.47524911,0.012592126,0.003760999,2169.201332,2,Snakehead
67.84545282,23.5739528,7.420285968,5.690620992,4.158756231,9.308704275,49.66317407,41.74925528,21.25041075,0.04670075,1.943546885,0.021608589,0.012840461,5919.847147,2,Snakehead
0.777843203,25.77883746,7.767011906,5.840482836,2.560454919,9.174106211,176.3703961,154.2639018,122.340679,0.028959642,0.317839635,2.981100942,0.001660054,4586.92089,2,Rainbow Trout
14.59386626,24.64078117,7.371398454,2.892798942,0.270252204,9.055198497,43.45885238,50.72955996,244.5805122,0.04141275,1.866602409,2.223534406,0.009737393,5682.707752,2,Rainbow Trout
0.411089101,23.86271443,6.767512677,5.535448582,1.315802729,6.306601946,44.13120519,164.5789344,210.6111307,0.042596199,0.662339274,0.013746647,0.000107132,4862.788277,2,Rainbow Trout
68.45293571,26.1356776,5.716623179,2.099673371,9.155907122,9.111481304,37.83674996,71.93129916,12.5251204,0.045615718,0.867917873,2.068527055,0.012772806,2557.551507,2,Snakehead
65.26336007,26.7181265,5.602870954,4.936393183,8.203857196,9.388481764,121.2231584,28.17899597,223.6400693,0.025548045,0.088208037,2.685589501,0.00183925,4893.563924,2,Snakehead
80.05352324,18.24888279,5.388572858,4.026064834,4.707001212,6.43075573,169.8961789,283.4428728,20.23419313,0.04000646,0.072778754,2.526315514,0.000728355,5121.900263,2,Snakehead
0.849194232,29.4165817,5.511415468,5.160225739,9.824776755,9.487378724,137.0625341,58.67002781,20.42870189,0.036162987,1.200043623,2.270102536,0.010896082,2044.716896,2,Rainbow Trout
82.17542477,18.36797105,5.664860252,2.57887242,4.867405135,6.167367068,28.5390463,190.1918816,19.64988292,0.035998925,0.502893653,0.014098424,0.000516829,5774.3808,2,Snakehead
72.07417767,23.63552049,5.367066557,3.691581576,3.742310125,6.426155995,148.9685405,65.75778395,123.9841932,0.040773857,1.103101695,2.779405768,0.010750595,2913.436355,2,Snakehead
72.26841583,23.27183734,5.624414677,4.489693209,8.743090559,9.423584564,139.7218065,290.1659666,244.8459573,0.02809157,0.043905895,2.874666252,0.006121926,2458.462322,2,Snakehead
82.76913598,24.77251736,6.58876265,2.404009896,8.390353929,6.313361126,154.1195891,58.09008561,196.8112319,0.028021695,1.644747637,2.64089924,0.010867187,4795.862955,2,Snakehead
6.596581922,26.03349191,7.317995613,2.859827445,4.2408799,9.488383457,176.3763577,34.51110291,18.07102032,0.041753721,0.790022846,2.74127819,0.000222158,2759.13036,2,Rainbow Trout
69.52012414,20.36593198,7.845193937,5.958252795,9.086223821,6.122675209,44.35373422,69.52047146,238.1404231,0.041236165,1.86948107,0.020358565,0.004067816,2130.533918,2,Snakehead
